index,name,expected_sign,n_samples,pearson_r,pearson_p,spearman_r,spearman_p,auc_up,auc_down,mutual_info,mi_bits,sign_consistent,mean_up,mean_stable,mean_down
84,true_ofi,+,105623,0.045045268830445476,1.411390868962844e-48,0.024322773405211554,2.6599943200422306e-15,0.509955629491935,0.5163566182814359,0.30614794275989077,0.44167811879805263,True,0.06107014470433837,0.004039510940321988,-0.06352947281686805
85,depth_norm_ofi,+,105623,0.011174118297863744,0.0002816427778304502,0.01449111879194301,2.480079836892298e-06,0.504961932471072,0.5108391724502105,0.3182698174135741,0.45916628724719916,True,0.009773219775985758,0.010050930148465228,-0.0197960950084737
86,executed_pressure,+,105623,0.030450167802799438,4.230350891814004e-23,0.010405584333628787,0.0007200353255374174,0.5073182554364094,0.5035449785148982,0.29742621053768614,0.42909531897311654,True,0.012346279779502528,-0.004671184093538968,-0.014222848994425157
87,signed_mp_delta_bps,+,105623,-0.00077744505597702,0.8005276381514367,-0.004901975584944988,0.11113378966108763,0.5028738888218023,0.4911954928671463,0.32371904956024533,0.46702786744185454,False,0.023093196201846453,-0.06711044850386204,0.029709608895675615
88,trade_asymmetry,+,105623,0.018322812413021708,2.5961571819144426e-09,0.017696353971615706,8.838034832552142e-09,0.5098525793706556,0.5089556022105974,0.12814614132997204,0.1848758026058069,True,0.014956774903685235,-0.011839425692108154,-0.03245778362852712
89,cancel_asymmetry,+,105623,0.014468174419666836,2.5724385571405403e-06,0.014130244174700005,4.380498493782611e-06,0.5171779091015138,0.49664264390033047,0.2819412180788987,0.40675519714462094,True,0.0354643548833527,-0.05857383454982912,0.001316415413895546
90,fragility_score,?,105623,0.018684832325084312,1.255649382506155e-09,0.012169325568542506,7.65048870258526e-05,0.4993545641843463,0.5145338049742163,0.3250714035956659,0.4689789019022819,,0.00018117245462528214,0.024230003849286613,-0.05043465725587009
91,depth_asymmetry,+,105623,-0.02659830949129826,5.343153732551441e-18,-0.04304746770731059,1.6346951171788193e-44,0.4763810552419804,0.47782198620731225,0.3245827065570799,0.4682738611082168,False,-0.01785413072646,0.018331650825215318,0.05067944502043584
